"","pmid","doi","title","abstract","year","month","day","jabbrv","journal","keywords","lastname","firstname","address","email"
"21","34172816","10.1038/s41598-021-92885-7","Inflammatory biomarkers in pregnant women with COVID-19: a retrospective cohort study.","Coronavirus disease 2019 (COVID-19) is a pandemic viral disease affecting also obstetric patients and uncertainties exist about the prognostic role of inflammatory biomarkers and hemocytometry values in patients with this infection. To clarify that, we have assessed the values of several inflammatory biomarkers and hemocytometry variables in a cohort of obstetric patients hospitalized with COVID-19 and we have correlated the values at admission with the need of oxygen supplementation during the ","2021","07","07","Sci Rep","Scientific reports","Adult; Biomarkers; C-Reactive Protein; COVID-19; Female; Fibrin Fibrinogen Degradation Products; Humans; Lymphocytes; Pregnancy; Retrospective Studies","Ceriotti","Ferruccio","Clinical Laboratory, Foundation IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy",NA
"22","34172816","10.1038/s41598-021-92885-7","Inflammatory biomarkers in pregnant women with COVID-19: a retrospective cohort study.","Coronavirus disease 2019 (COVID-19) is a pandemic viral disease affecting also obstetric patients and uncertainties exist about the prognostic role of inflammatory biomarkers and hemocytometry values in patients with this infection. To clarify that, we have assessed the values of several inflammatory biomarkers and hemocytometry variables in a cohort of obstetric patients hospitalized with COVID-19 and we have correlated the values at admission with the need of oxygen supplementation during the ","2021","07","07","Sci Rep","Scientific reports","Adult; Biomarkers; C-Reactive Protein; COVID-19; Female; Fibrin Fibrinogen Degradation Products; Humans; Lymphocytes; Pregnancy; Retrospective Studies","Oggioni","Massimo","Clinical Laboratory, Foundation IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy",NA
"23","34172816","10.1038/s41598-021-92885-7","Inflammatory biomarkers in pregnant women with COVID-19: a retrospective cohort study.","Coronavirus disease 2019 (COVID-19) is a pandemic viral disease affecting also obstetric patients and uncertainties exist about the prognostic role of inflammatory biomarkers and hemocytometry values in patients with this infection. To clarify that, we have assessed the values of several inflammatory biomarkers and hemocytometry variables in a cohort of obstetric patients hospitalized with COVID-19 and we have correlated the values at admission with the need of oxygen supplementation during the ","2021","07","07","Sci Rep","Scientific reports","Adult; Biomarkers; C-Reactive Protein; COVID-19; Female; Fibrin Fibrinogen Degradation Products; Humans; Lymphocytes; Pregnancy; Retrospective Studies","Muscatello","Antonio","Infectious Diseases Unit, Foundation IRCCS Ca' Granda Ospedale Maggiore Policlinico, Via Francesco Sforza 35, 20122, Milan, Italy",NA
"24","34172816","10.1038/s41598-021-92885-7","Inflammatory biomarkers in pregnant women with COVID-19: a retrospective cohort study.","Coronavirus disease 2019 (COVID-19) is a pandemic viral disease affecting also obstetric patients and uncertainties exist about the prognostic role of inflammatory biomarkers and hemocytometry values in patients with this infection. To clarify that, we have assessed the values of several inflammatory biomarkers and hemocytometry variables in a cohort of obstetric patients hospitalized with COVID-19 and we have correlated the values at admission with the need of oxygen supplementation during the ","2021","07","07","Sci Rep","Scientific reports","Adult; Biomarkers; C-Reactive Protein; COVID-19; Female; Fibrin Fibrinogen Degradation Products; Humans; Lymphocytes; Pregnancy; Retrospective Studies","Bandera","Alessandra","Infectious Diseases Unit, Foundation IRCCS Ca' Granda Ospedale Maggiore Policlinico, Via Francesco Sforza 35, 20122, Milan, Italy",NA
"25","34172816","10.1038/s41598-021-92885-7","Inflammatory biomarkers in pregnant women with COVID-19: a retrospective cohort study.","Coronavirus disease 2019 (COVID-19) is a pandemic viral disease affecting also obstetric patients and uncertainties exist about the prognostic role of inflammatory biomarkers and hemocytometry values in patients with this infection. To clarify that, we have assessed the values of several inflammatory biomarkers and hemocytometry variables in a cohort of obstetric patients hospitalized with COVID-19 and we have correlated the values at admission with the need of oxygen supplementation during the ","2021","07","07","Sci Rep","Scientific reports","Adult; Biomarkers; C-Reactive Protein; COVID-19; Female; Fibrin Fibrinogen Degradation Products; Humans; Lymphocytes; Pregnancy; Retrospective Studies","Gori","Andrea","Infectious Diseases Unit, Foundation IRCCS Ca' Granda Ospedale Maggiore Policlinico, Via Francesco Sforza 35, 20122, Milan, Italy",NA
"26","34172816","10.1038/s41598-021-92885-7","Inflammatory biomarkers in pregnant women with COVID-19: a retrospective cohort study.","Coronavirus disease 2019 (COVID-19) is a pandemic viral disease affecting also obstetric patients and uncertainties exist about the prognostic role of inflammatory biomarkers and hemocytometry values in patients with this infection. To clarify that, we have assessed the values of several inflammatory biomarkers and hemocytometry variables in a cohort of obstetric patients hospitalized with COVID-19 and we have correlated the values at admission with the need of oxygen supplementation during the ","2021","07","07","Sci Rep","Scientific reports","Adult; Biomarkers; C-Reactive Protein; COVID-19; Female; Fibrin Fibrinogen Degradation Products; Humans; Lymphocytes; Pregnancy; Retrospective Studies","Ferrazzi","Enrico","Unit of Obstetric, Dept of Woman Child and Neonate, Foundation IRCCS Ca' Granda Ospedale Maggiore Policlinico, Mangiagalli Centre, University of Milan, Milan, Italy",NA
"27","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Magomedov","Abakar","Department of Nephrology and Medical Intensive Care, Charité-Universitätsmedizin Berlin, Augustenburger Platz 1, 13353, Berlin, Germany",NA
"28","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Zickler","Daniel","Department of Nephrology and Medical Intensive Care, Charité-Universitätsmedizin Berlin, Augustenburger Platz 1, 13353, Berlin, Germany",NA
"29","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Karaivanov","Stoyan","Department of Nephrology and Medical Intensive Care, Charité-Universitätsmedizin Berlin, Augustenburger Platz 1, 13353, Berlin, Germany",NA
"30","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Kurreck","Annika","Department of Hematology and Oncology, Charité-Universitätsmedizin Berlin, Berlin, Germany",NA
"31","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Münch","Frédéric H","Department of Nephrology and Medical Intensive Care, Charité-Universitätsmedizin Berlin, Augustenburger Platz 1, 13353, Berlin, Germany",NA
"32","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Kamhieh-Milz","Julian","Department of Transfusion Medince, Universitätsmedizin Berlin, Berlin, Germany",NA
"33","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Ferse","Caroline","Department of Nephrology and Medical Intensive Care, Charité-Universitätsmedizin Berlin, Augustenburger Platz 1, 13353, Berlin, Germany",NA
"34","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Kahl","Andreas","Department of Nephrology and Medical Intensive Care, Charité-Universitätsmedizin Berlin, Augustenburger Platz 1, 13353, Berlin, Germany",NA
"35","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Piper","Sophie K","Institute of Biometry and Clinical Epidemiology, Charité-Universitätmedizin Berlin, Berlin, Germany",NA
"36","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Eckardt","Kai-Uwe","Department of Nephrology and Medical Intensive Care, Charité-Universitätsmedizin Berlin, Augustenburger Platz 1, 13353, Berlin, Germany",NA
"37","34172793","10.1038/s41598-021-92683-1","Viscoelastic testing reveals normalization of the coagulation profile 12 weeks after severe COVID-19.","COVID 19 is associated with a hypercoagulable state and frequent thromboembolic complications. For how long this acquired abnormality lasts potentially requiring preventive measures, such as anticoagulation remains to be delineated. We used viscoelastic rotational thrombelastometry (ROTEM) in a single center cohort of 13 critical ill patients and performed follow up examinations three months after discharge from ICU. We found clear signs of a hypercoagulable state due to severe hypofibrinolysis ","2021","07","07","Sci Rep","Scientific reports","Aged; Anticoagulants; Blood Coagulation; Blood Coagulation Disorders; COVID-19; Cohort Studies; Female; Humans; Male; Middle Aged; Severity of Illness Index; Thrombelastography; Thromboembolism; Venous Thrombosis","Dörner","Thomas","Department of Rheumatology und Clinical Immunology, Charité-Universitätsmedizin Berlin, Berlin, Germany",NA
